,avg(pkt_len),stddev(pkt_len),fb_ratio,inter_arrival_time,pkt_count,duration,pkt_len,is_tcp,outcome
2660,292.45,477.1351430536657,1.2222222222222223,4.214724052631579,20,80.079757,5849.0,1,voip
1768,343.68534906587996,464.35116937864217,-1.0,0.012420680983606543,3051,37.883076999999965,1048584.0,0,voip
2826,619.4506792675724,360.2515957671652,-1.0,0.0031908918439716148,1693,5.398988999999971,1048730.0,0,voip
2126,32.0,0.0,0.5,0.003705499999999695,3,0.00741099999999939,96.0,1,voip
2461,170.78571428571428,384.5393205005036,1.0,0.01728223076924433,14,0.2246690000001763,2391.0,1,voip
1664,122.5,309.5594027154138,1.0,0.21566471428571365,22,4.528958999999986,2695.0,1,voip
1682,592.4423076923077,664.9010957988943,1.08,0.04140670588235392,52,2.1117420000000493,30807.0,1,voip
834,170.78571428571428,384.5393205005036,1.0,0.04292969230769254,14,0.5580860000000029,2391.0,1,voip
2547,170.78571428571428,384.5393205005036,1.0,0.020409769230768083,14,0.265326999999985,2391.0,1,voip
21,170.78571428571428,384.5393205005036,1.0,0.0540914615384666,14,0.7031890000000658,2391.0,1,voip
1900,106.0,-1.0,0.0,-1.0,1,0.01055199999996148,106.0,0,voip
38,170.78571428571428,384.5393205005036,1.0,0.04680969230769104,14,0.6085259999999835,2391.0,1,voip
2850,613.6654970760234,414.3895032741916,-1.0,0.004169112931538889,1710,7.1250139999999655,1049368.0,0,voip
2967,811.6013931888542,335.5938511560757,-1.0,0.002788865220759102,1292,3.6004250000000013,1048589.0,0,voip
1137,400.157894736842,595.732533493,0.9,0.01837583333333568,19,0.33076500000004216,7603.0,1,voip
1491,170.78571428571428,384.5393205005036,1.0,0.022258615384614062,14,0.2893619999999828,2391.0,1,voip
2068,69.7,81.7231777268712,1.0,3.3581853333333305,10,30.223667999999968,697.0,1,voip
1262,170.78571428571428,384.5393205005036,1.0,0.02491523076923841,14,0.3238980000000993,2391.0,1,voip
622,20.0,-1.0,0.0,-1.0,1,0.2327129999999897,20.0,1,voip
